duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo
0.32224686159610794,0.0,0.529,0.496,0.5369350156981222,1.0,0.6511644173354563,0.6530658851397183,0.6540779112888867,0.278,0.536060961166083
0.4053393066156097,0.0,0.609,0.923,0.8389905811267105,1.0,0.6512283319941798,0.6528958215772918,0.6546417348699485,0.961,0.40532156889777354
0.3436126889866985,0.0,0.777,0.601,0.7191517090219774,1.0,0.6524493709706972,0.6513188267395792,0.6512416438352445,0.68,0.29199070041422015
0.40853099886692135,0.0,0.725,0.487,0.7174930395118773,0.0,0.651268263622625,0.6541936808452266,0.6563461657432066,0.599,0.5312169046917791
0.33443774236854606,0.0,0.636,0.761,0.6920206148924827,0.0,0.6511857254744614,0.6514664124046783,0.6516324037060587,0.736,0.2668304329571304
0.3549303885749758,0.0,0.632,0.631,0.8453290681831644,0.0,0.6525020143055322,0.6548453669212778,0.6526597565027914,0.684,0.11006598695300698
0.32214776394565714,0.0,0.609,0.5,0.4856939754753866,1.0,0.6511484341198177,0.6546544843163496,0.6518696924329401,0.73,0.21097025260532531
0.3041475171364145,0.0,0.561,0.543,0.5670872578638707,1.0,0.651209693252646,0.6541936808452266,0.6524230378021234,0.243,0.5545097351122029
0.33269324976721404,0.0,0.518,0.8300000000000001,0.6668443812570346,0.0,0.6512922169534884,0.6513161660005317,0.6556518570674782,0.527,0.27668147665390375
0.343537898307113,0.0,0.739,0.947,0.9569930691309757,0.0,0.651325478353286,0.6508999382766382,0.6550355630370504,0.766,0.22993915163212741
0.44600112933926184,0.0,0.459,0.8300000000000001,0.7000177714590368,1.0,0.6512629400825033,0.6507783658461334,0.6534958695217832,0.431,0.6549252085200249
0.3859946973408175,0.0,0.794,0.662,0.7794561933534743,0.0,0.6540521548502608,0.6518273090654474,0.652023191523654,0.683,0.2615477167762271
0.2793431882518801,0.0,0.761,0.6880000000000001,0.8037438540370831,1.0,0.6515779836990531,0.6508464273600317,0.6512549543803607,0.718,0.2360866540917551
0.32820580899208346,1.0,0.706,0.888,0.6582548427225876,1.0,0.6516483267712508,0.6523571717592078,0.6517093449963451,0.714,0.44011981676557405
0.29118442259725597,0.0,0.545,0.865,0.732361826905989,0.0,0.6511590897972562,0.650866312539218,0.6530005196645033,0.543,0.29887139124059237
0.2327972088118379,0.0,0.8290000000000001,0.86,0.6924945204667969,0.0,0.6519014690894749,0.6519080880436596,0.651326808635873,0.669,0.3546501062183146
0.27630107735973947,0.0,0.736,0.802,0.5653693501569813,1.0,0.6516602676477272,0.6507975716605132,0.6526334860060303,0.871,0.4294979852986333
0.40860578954650684,0.0,0.727,0.896,0.8618565250873764,0.0,0.6514079302724048,0.6530397455582976,0.6531964489566,0.508,0.30120255425280584
0.25727993777415464,0.0,0.754,0.8190000000000001,0.665718855518038,1.0,0.6522648811048428,0.6516881249214055,0.6552754630897994,0.8180000000000001,0.5691359030436717
0.34677820450015523,0.0,0.661,0.346,0.5305372904448789,1.0,0.6511777353008898,0.6566036007294792,0.6525151703086574,0.256,0.49152446781177755
0.22848552613373324,0.0,0.61,0.926,0.7836028671287246,0.0,0.6514159066971965,0.65119105200355,0.6518696924329401,0.861,0.7602724703434707
0.5027915621155292,0.0,0.578,0.894,0.7494224275813044,1.0,0.6511724082658619,0.6509151475939814,0.6536256565355362,0.741,0.7185496656786378
0.2795413835527817,0.0,0.8130000000000001,0.949,0.9186659558083052,0.0,0.6512256694710608,0.6570168439106541,0.6522648811048428,0.792,0.39946232853105407
0.37033726856959087,0.0,0.8130000000000001,0.491,0.48267282743913276,0.0,0.6518021361865125,0.6539490219961666,0.6518643954142272,0.868,0.29886512467335513
0.36652294391072987,1.0,0.746,0.443,0.6147740062792488,0.0,0.6518034612179081,0.6544757248057733,0.6526334860060303,0.272,0.4260952392888701
0.3014812294091911,0.0,0.593,0.642,0.6390024287660684,1.0,0.6511764035610572,0.6548707664832172,0.651847178319393,0.736,0.15720937227795986
0.21098450711072392,0.0,0.644,0.874,0.7940880279604289,0.0,0.6518432047572649,0.651389316682265,0.6515554120332306,0.882,0.7129724208375895
0.3050954890001608,0.0,0.635,0.88,0.7503110005331437,1.0,0.6513800088772871,0.652646622259884,0.6524362053393443,0.596,0.2614850511038559
0.3904073474363625,1.0,0.872,0.673,0.6629938984657308,1.0,0.6522121034078112,0.6508847275062833,0.6528303156981473,0.527,0.6985029170870488
0.27839521638813375,0.0,0.6940000000000001,0.553,0.6171435341508205,1.0,0.6511564259529434,0.6512562853633294,0.6515514283596959,0.758,0.23028381283016974
0.29310467329561396,0.0,0.63,0.625,0.7690895089153487,0.0,0.6511137976723484,0.6538198685795713,0.6517955107919632,0.683,0.7311955983631725
0.2896138183259603,1.0,0.8290000000000001,0.476,0.5073159173034774,1.0,0.6555517786346458,0.6545907075419004,0.6535737712426544,0.588,0.1862925108254949
0.2617673785492852,0.0,0.624,0.945,0.886321900361353,1.0,0.6512349880762741,0.651706692701614,0.6519305894182567,0.914,0.3349730850937165
0.2833818849494976,0.0,0.634,0.662,0.6236004976008531,0.0,0.6511484341198177,0.6512975393355647,0.65213288320277,0.618,0.5242798147602726
0.20779281485941226,0.0,0.481,0.94,0.7622178780877911,1.0,0.6516562874914048,0.6507895745110418,0.6520258360869406,0.66,0.2831047080719652
